id,VehicleMake,VehicleModel,VehicleManufactureYear,Year,SuggestionField
32874,TOYOTA,TOYOTA RAV4 2.0 GX A/T,20151101,2015,TOYOTA RAV4 2.0 GX A/T 2015
32898,TOYOTA,TOYOTA RAV4 2.2D GX,20191101,2019,TOYOTA RAV4 2.2D GX 2019
32908,TOYOTA,TOYOTA RAV4 2.2D VX AT,20151101,2015,TOYOTA RAV4 2.2D VX AT 2015
32911,TOYOTA,TOYOTA RAV4 2.5 VX AT,20151101,2015,TOYOTA RAV4 2.5 VX AT 2015
34505,VOLKSWAGEN,VOLKSWAGEN JETTA GP 1.6 CONCEPTLINE,20151101,2015,VOLKSWAGEN JETTA GP 1.6 CONCEPTLINE 2015
736,AUDI,AUDI RS3 SPORTBACK STRONIC,20151001,2015,AUDI RS3 SPORTBACK STRONIC 2015
1882,AUDI,AUDI TTS QUATTRO COUPE S TRONIC,20151001,2015,AUDI TTS QUATTRO COUPE S TRONIC 2015
4504,BMW,BMW 320I 40YR EDITION (F30),20151001,2015,BMW 320I 40YR EDITION (F30) 2015
4525,BMW,BMW 320I 40YR EDITION A/T (F30),20151001,2015,BMW 320I 40YR EDITION A/T (F30) 2015
4546,BMW,BMW 320D 40YR EDITION (F30),20191001,2019,BMW 320D 40YR EDITION (F30) 2019
4567,BMW,BMW 320D 40YR EDITION A/T (F30),20151001,2015,BMW 320D 40YR EDITION A/T (F30) 2015
4604,BMW,BMW 330I 40YR EDITION (F30),20151001,2015,BMW 330I 40YR EDITION (F30) 2015
4609,BMW,BMW 330I 40YR EDITION A/T (F30),20151001,2015,BMW 330I 40YR EDITION A/T (F30) 2015
4630,BMW,BMW 330D 40YR EDITION A/T (F30),20151001,2015,BMW 330D 40YR EDITION A/T (F30) 2015
4666,BMW,BMW 340I 40YR EDITION A/T (F30),20151001,2015,BMW 340I 40YR EDITION A/T (F30) 2015
10559,FORD,FORD FIGO 1.5 AMBIENTE (5DR),20151001,2015,FORD FIGO 1.5 AMBIENTE (5DR) 2015
10560,FORD,FORD FIGO 1.5 TREND (5DR),20151001,2015,FORD FIGO 1.5 TREND (5DR) 2015
10561,FORD,FORD FIGO 1.5 TITANIUM (5DR),20191001,2019,FORD FIGO 1.5 TITANIUM (5DR) 2019
10562,FORD,FORD FIGO 1.5 TITANIUM POWERSHIFT (5DR),20151001,2015,FORD FIGO 1.5 TITANIUM POWERSHIFT (5DR) 2015
10563,FORD,FORD FIGO 1.5 TDCI AMBIENTE  (5DR),20151001,2015,FORD FIGO 1.5 TDCI AMBIENTE  (5DR) 2015
10564,FORD,FORD FIGO 1.5 TDCI  TREND (5DR),20151001,2015,FORD FIGO 1.5 TDCI  TREND (5DR) 2015
10565,FORD,FORD FIGO 1.5  AMBIENTE,20151001,2015,FORD FIGO 1.5  AMBIENTE 2015
10566,FORD,FORD FIGO 1.5 TREND,20151001,2015,FORD FIGO 1.5 TREND 2015
10567,FORD,FORD FIGO 1.5 TITANIUM POWERSHIFT,20151001,2015,FORD FIGO 1.5 TITANIUM POWERSHIFT 2015
11138,FORD,FORD RANGER 2.2TDCI L/R P/U C/C,20191001,2019,FORD RANGER 2.2TDCI L/R P/U C/C 2019
11139,FORD,FORD RANGER 2.2TDCI L/R P/U S/C,20151001,2015,FORD RANGER 2.2TDCI L/R P/U S/C 2015
11140,FORD,FORD RANGER 2.2TDCI XL P/U S/C,20151001,2015,FORD RANGER 2.2TDCI XL P/U S/C 2015
11141,FORD,FORD RANGER 2.2TDCI XL 4X4 P/U S/C,20151001,2015,FORD RANGER 2.2TDCI XL 4X4 P/U S/C 2015
11142,FORD,FORD RANGER 2.2TDCI XL PLUS 4X4 P/U C/C,20151001,2015,FORD RANGER 2.2TDCI XL PLUS 4X4 P/U C/C 2015
11143,FORD,FORD RANGER 2.2TDCI XL PLUS 4X4 P/U S/C,20151001,2015,FORD RANGER 2.2TDCI XL PLUS 4X4 P/U S/C 2015
11144,FORD,FORD RANGER 2.2TDCI XLS P/U S/C,20151001,2015,FORD RANGER 2.2TDCI XLS P/U S/C 2015
11145,FORD,FORD RANGER 2.2TDCI XLS 4X4 P/U S/C,20151001,2015,FORD RANGER 2.2TDCI XLS 4X4 P/U S/C 2015
11146,FORD,FORD RANGER 2.2TDCI P/U SUP/CAB,20151001,2015,FORD RANGER 2.2TDCI P/U SUP/CAB 2015
11147,FORD,FORD RANGER 2.2TDCI XL P/U SUP/CAB,20151001,2015,FORD RANGER 2.2TDCI XL P/U SUP/CAB 2015
11148,FORD,FORD RANGER 2.2TDCI XL 4X4 P/U SUP/CAB,20151001,2015,FORD RANGER 2.2TDCI XL 4X4 P/U SUP/CAB 2015
11149,FORD,FORD RANGER 2.2TDCI P/U D/C,20151001,2015,FORD RANGER 2.2TDCI P/U D/C 2015
11150,FORD,FORD RANGER 2.2TDCI XL P/U D/C,20151001,2015,FORD RANGER 2.2TDCI XL P/U D/C 2015
11151,FORD,FORD RANGER 2.2TDCI XL 4X4 P/U D/C,20151001,2015,FORD RANGER 2.2TDCI XL 4X4 P/U D/C 2015
11152,FORD,FORD RANGER 2.2TDCI XL PLUS 4X4 P/U D/C C/C,20151001,2015,FORD RANGER 2.2TDCI XL PLUS 4X4 P/U D/C C/C 2015
11153,FORD,FORD RANGER 2.2TDCI XL PLUS 4X4 P/U D/C,20151001,2015,FORD RANGER 2.2TDCI XL PLUS 4X4 P/U D/C 2015
11154,FORD,FORD RANGER 2.2TDCI XLS P/U D/C,20151001,2015,FORD RANGER 2.2TDCI XLS P/U D/C 2015
11155,FORD,FORD RANGER 2.2TDCI XLS 4X4 P/U D/C,20151001,2015,FORD RANGER 2.2TDCI XLS 4X4 P/U D/C 2015
11156,FORD,FORD RANGER 2.2TDCI XLT P/U D/C,20151001,2015,FORD RANGER 2.2TDCI XLT P/U D/C 2015
11157,FORD,FORD RANGER 2.5I L/R P/U C/C,20151001,2015,FORD RANGER 2.5I L/R P/U C/C 2015
11158,FORD,FORD RANGER 2.5I L/R P/U S/C,20151001,2015,FORD RANGER 2.5I L/R P/U S/C 2015
11159,FORD,FORD RANGER 3.2TDCI XLS P/U S/C,20151001,2015,FORD RANGER 3.2TDCI XLS P/U S/C 2015
11160,FORD,FORD RANGER 3.2TDCI XLS 4X4 P/U S/C,20151001,2015,FORD RANGER 3.2TDCI XLS 4X4 P/U S/C 2015
11161,FORD,FORD RANGER 3.2TDCI XLS P/U SUP/CAB,20151001,2015,FORD RANGER 3.2TDCI XLS P/U SUP/CAB 2015
11162,FORD,FORD RANGER 3.2TDCI XLS 4X4 P/U SUP/CAB,20151001,2015,FORD RANGER 3.2TDCI XLS 4X4 P/U SUP/CAB 2015
11163,FORD,FORD RANGER 3.2TDCI XLT 4X4 A/T P/U SUP/CAB,20151001,2015,FORD RANGER 3.2TDCI XLT 4X4 A/T P/U SUP/CAB 2015
11164,FORD,FORD RANGER 3.2TDCI XLT P/U D/C,20151001,2015,FORD RANGER 3.2TDCI XLT P/U D/C 2015
11165,FORD,FORD RANGER 3.2TDCI WILDTRAK P/U D/C,20151001,2015,FORD RANGER 3.2TDCI WILDTRAK P/U D/C 2015
11166,FORD,FORD RANGER 3.2TDCI XLT A/T P/U D/C,20151001,2015,FORD RANGER 3.2TDCI XLT A/T P/U D/C 2015
11167,FORD,FORD RANGER 3.2TDCI WILDTRAK A/T P/U D/C,20151001,2015,FORD RANGER 3.2TDCI WILDTRAK A/T P/U D/C 2015
11168,FORD,FORD RANGER 3.2TDCI XLT 4X4 P/U D/C,20151001,2015,FORD RANGER 3.2TDCI XLT 4X4 P/U D/C 2015
11169,FORD,FORD RANGER 3.2TDCI XLT 4X4 A/T P/U D/C,20151001,2015,FORD RANGER 3.2TDCI XLT 4X4 A/T P/U D/C 2015
11170,FORD,FORD RANGER 3.2TDCI 3.2 WILDTRAK 4X4 A/T P/U,20151001,2015,FORD RANGER 3.2TDCI 3.2 WILDTRAK 4X4 A/T P/U 2015
12494,GWM,GWM STEED 5 2.2 MPI SV P/U S/C,20151001,2015,GWM STEED 5 2.2 MPI SV P/U S/C 2015
12519,GWM,GWM STEED 5 2.2 MPI SV P/U D/C,20151001,2015,GWM STEED 5 2.2 MPI SV P/U D/C 2015
23988,NISSAN,NISSAN ALMERA 1.5 ACTIV,20151001,2015,NISSAN ALMERA 1.5 ACTIV 2015
23989,NISSAN,NISSAN ALMERA 1.5 ACTIV A/T,20151001,2015,NISSAN ALMERA 1.5 ACTIV A/T 2015
27943,RENAULT,RENAULT CLIO IV 900T BLAZE LTD EDITION 5DR (66KW,20151001,2015,RENAULT CLIO IV 900T BLAZE LTD EDITION 5DR (66KW 2015
27954,RENAULT,RENAULT CLIO IV 1.2T EXPRESSION EDC 5DR (88KW),20151001,2015,RENAULT CLIO IV 1.2T EXPRESSION EDC 5DR (88KW) 2015
30531,TOYOTA,TOYOTA AYGO 1.0 (5DR),20151001,2015,TOYOTA AYGO 1.0 (5DR) 2015
30536,TOYOTA,TOYOTA AYGO 1.0  X- PLAY (5DR),20151001,2015,TOYOTA AYGO 1.0  X- PLAY (5DR) 2015
33161,TOYOTA,TOYOTA LANDCRUISER 200 V8 4.5D GX A/T,20191001,2019,TOYOTA LANDCRUISER 200 V8 4.5D GX A/T 2019
33273,VOLKSWAGEN,VOLKSWAGEN POLO VIVO GP 1.4 XPRESS 5DR,20151001,2015,VOLKSWAGEN POLO VIVO GP 1.4 XPRESS 5DR 2015
33274,VOLKSWAGEN,VOLKSWAGEN POLO VIVO GP 1.4 STREET 5DR,20151001,2015,VOLKSWAGEN POLO VIVO GP 1.4 STREET 5DR 2015
33886,VOLKSWAGEN,VOLKSWAGEN CADDY 1.6I (81KW) F/C P/V,20151001,2015,VOLKSWAGEN CADDY 1.6I (81KW) F/C P/V 2015
33931,VOLKSWAGEN,VOLKSWAGEN CADDY CREWBUS 1.6I,20191001,2019,VOLKSWAGEN CADDY CREWBUS 1.6I 2019
33932,VOLKSWAGEN,VOLKSWAGEN CADDY CREWBUS 2.0 TDI,20151001,2015,VOLKSWAGEN CADDY CREWBUS 2.0 TDI 2015
33937,VOLKSWAGEN,VOLKSWAGEN CADDY 2.0TDI TRENDLINE,20151001,2015,VOLKSWAGEN CADDY 2.0TDI TRENDLINE 2015
33939,VOLKSWAGEN,VOLKSWAGEN CADDY ALLTRACK 2.0 TDI,20151001,2015,VOLKSWAGEN CADDY ALLTRACK 2.0 TDI 2015
33940,VOLKSWAGEN,VOLKSWAGEN CADDY ALLTRACK 2.0 TDI DSG (103KW),20151001,2015,VOLKSWAGEN CADDY ALLTRACK 2.0 TDI DSG (103KW) 2015
33952,VOLKSWAGEN,VOLKSWAGEN CADDY 2.0TDI (81KW) F/C P/V,20151001,2015,VOLKSWAGEN CADDY 2.0TDI (81KW) F/C P/V 2015
33957,VOLKSWAGEN,VOLKSWAGEN CADDY MAXI 2.0TDI (81KW) F/C P/V,20151001,2015,VOLKSWAGEN CADDY MAXI 2.0TDI (81KW) F/C P/V 2015
33958,VOLKSWAGEN,VOLKSWAGEN CADDY MAXI SPORT 2.0TDI (81KW) F/C P/V,20151001,2015,VOLKSWAGEN CADDY MAXI SPORT 2.0TDI (81KW) F/C P/V 2015
33959,VOLKSWAGEN,VOLKSWAGEN CADDY MAXI 2.0TDI (103KW) DSG F/C P/V,20191001,2019,VOLKSWAGEN CADDY MAXI 2.0TDI (103KW) DSG F/C P/V 2019
33964,VOLKSWAGEN,VOLKSWAGEN CADDY MAXI CREWBUS 2.0 TDI,20151001,2015,VOLKSWAGEN CADDY MAXI CREWBUS 2.0 TDI 2015
33969,VOLKSWAGEN,VOLKSWAGEN CADDY MAXI 2.0 TDI TRENDLINE,20151001,2015,VOLKSWAGEN CADDY MAXI 2.0 TDI TRENDLINE 2015
33970,VOLKSWAGEN,VOLKSWAGEN CADDY MAXI  CREWBUS 2.0 TDI DSG,20151001,2015,VOLKSWAGEN CADDY MAXI  CREWBUS 2.0 TDI DSG 2015
33975,VOLKSWAGEN,VOLKSWAGEN CADDY MAXI 2.0 TDI TRENDLINE DSG (103KW,20151001,2015,VOLKSWAGEN CADDY MAXI 2.0 TDI TRENDLINE DSG (103KW 2015
34795,VOLKSWAGEN,VOLKSWAGEN PASSAT 1.4 TSI COMFORTLINE,20151001,2015,VOLKSWAGEN PASSAT 1.4 TSI COMFORTLINE 2015
34796,VOLKSWAGEN,VOLKSWAGEN PASSAT 1.4 TSI COMFORTLINE DSG,20151001,2015,VOLKSWAGEN PASSAT 1.4 TSI COMFORTLINE DSG 2015
34814,VOLKSWAGEN,VOLKSWAGEN PASSAT 1.8 TSI HIGHLINE DSG,20151001,2015,VOLKSWAGEN PASSAT 1.8 TSI HIGHLINE DSG 2015
34860,VOLKSWAGEN,VOLKSWAGEN PASSAT 2.0 TSI R-LINE DSG,20151001,2015,VOLKSWAGEN PASSAT 2.0 TSI R-LINE DSG 2015
35089,VOLKSWAGEN,VOLKSWAGEN TRANSPORTER T6 2.0TDI SWB 75KW F/C P/V,20151001,2015,VOLKSWAGEN TRANSPORTER T6 2.0TDI SWB 75KW F/C P/V 2015
35095,VOLKSWAGEN,VOLKSWAGEN TRANSPORTER T6 2.0TDI LWB 75KW F/C P/V,20151001,2015,VOLKSWAGEN TRANSPORTER T6 2.0TDI LWB 75KW F/C P/V 2015
35101,VOLKSWAGEN,VOLKSWAGEN TRANSPORTER T6 SPORT 2.0TDI 103KW DSG F,20151001,2015,VOLKSWAGEN TRANSPORTER T6 SPORT 2.0TDI 103KW DSG F 2015
35158,VOLKSWAGEN,VOLKSWAGEN T6 C/BUS 2.0 TDI SWB 75KW F/C P/V,20151001,2015,VOLKSWAGEN T6 C/BUS 2.0 TDI SWB 75KW F/C P/V 2015
35164,VOLKSWAGEN,VOLKSWAGEN T6 C/BUS 2.0 TDI 75KW LWB  F/C P/V,20151001,2015,VOLKSWAGEN T6 C/BUS 2.0 TDI 75KW LWB  F/C P/V 2015
35166,VOLKSWAGEN,VOLKSWAGEN T6 C/BUS 2.0 TDI LWB 103KW DSG F/C P/V,20151001,2015,VOLKSWAGEN T6 C/BUS 2.0 TDI LWB 103KW DSG F/C P/V 2015
35187,VOLKSWAGEN,VOLKSWAGEN T6 C/BUS 2.0 BITDI SWB 132 KW DSG F/C P,20151001,2015,VOLKSWAGEN T6 C/BUS 2.0 BITDI SWB 132 KW DSG F/C P 2015
35193,VOLKSWAGEN,VOLKSWAGEN T6 C/BUS 2.0 BITDI SWB 132 KW 4MOT DSG,20151001,2015,VOLKSWAGEN T6 C/BUS 2.0 BITDI SWB 132 KW 4MOT DSG 2015
35200,VOLKSWAGEN,VOLKSWAGEN T6 C/BUS 2.0 BITDI LWB 132 KW 4MOT DSG,20151001,2015,VOLKSWAGEN T6 C/BUS 2.0 BITDI LWB 132 KW 4MOT DSG 2015
35219,VOLKSWAGEN,VOLKSWAGEN T6 2.0TDI 75KW LWB P/U S/C,20151001,2015,VOLKSWAGEN T6 2.0TDI 75KW LWB P/U S/C 2015
35242,VOLKSWAGEN,VOLKSWAGEN T6 2.0TDI 75KW LWB P/U D/C,20151001,2015,VOLKSWAGEN T6 2.0TDI 75KW LWB P/U D/C 2015
35248,VOLKSWAGEN,VOLKSWAGEN T6 2.0BITDI 132KW LWB DSG P/U D/C,20151001,2015,VOLKSWAGEN T6 2.0BITDI 132KW LWB DSG P/U D/C 2015
35532,VOLKSWAGEN,VOLKSWAGEN T6 KOMBI 2.0 TDI (TRENDLINE),20151001,2015,VOLKSWAGEN T6 KOMBI 2.0 TDI (TRENDLINE) 2015
35535,VOLKSWAGEN,VOLKSWAGEN TRANSPORTER CREWBUS 2.0 TDI LWB (10 SEA,20151001,2015,VOLKSWAGEN TRANSPORTER CREWBUS 2.0 TDI LWB (10 SEA 2015
35546,VOLKSWAGEN,VOLKSWAGEN T6 KOMBI 2.0 TDI 103KW (COMFORTLINE),20151001,2015,VOLKSWAGEN T6 KOMBI 2.0 TDI 103KW (COMFORTLINE) 2015
35549,VOLKSWAGEN,VOLKSWAGEN T6 KOMBI 2.0 TDI DSG 103KW (TRENDLINE),20191001,2019,VOLKSWAGEN T6 KOMBI 2.0 TDI DSG 103KW (TRENDLINE) 2019
35551,VOLKSWAGEN,VOLKSWAGEN T6 KOMBI 2.0 TDI DSG 103KW (COMFORTLINE,20151001,2015,VOLKSWAGEN T6 KOMBI 2.0 TDI DSG 103KW (COMFORTLINE 2015
35562,VOLKSWAGEN,VOLKSWAGEN T6 KOMBI 2.0 TDI DSG LWB 103KW (COMFORT,20151001,2015,VOLKSWAGEN T6 KOMBI 2.0 TDI DSG LWB 103KW (COMFORT 2015
35573,VOLKSWAGEN,VOLKSWAGEN T6 CARAVELLE 2.0 BITDI COMFORTLINE DSG,20151001,2015,VOLKSWAGEN T6 CARAVELLE 2.0 BITDI COMFORTLINE DSG 2015
35574,VOLKSWAGEN,VOLKSWAGEN T6 CARAVELLE 2.0 BITDI HIGHLINE DSG,20151001,2015,VOLKSWAGEN T6 CARAVELLE 2.0 BITDI HIGHLINE DSG 2015
35580,VOLKSWAGEN,VOLKSWAGEN T6 CARAVELLE 2.0 BITDI HIGHLINE DSG 4 M,20151001,2015,VOLKSWAGEN T6 CARAVELLE 2.0 BITDI HIGHLINE DSG 4 M 2015
36257,VOLVO,VOLVO S60 POLESTAR AWD,20151001,2015,VOLVO S60 POLESTAR AWD 2015
1737,AUDI,AUDI RS6 QUATTRO AVANT,20150901,2015,AUDI RS6 QUATTRO AVANT 2015
1953,AUDI,AUDI Q7 3.0 TDI V6 QUATTRO TIP,20150901,2015,AUDI Q7 3.0 TDI V6 QUATTRO TIP 2015
2839,BMW,BMW X1 SDRIVE18I (F48),20150901,2015,BMW X1 SDRIVE18I (F48) 2015
2847,BMW,BMW X1 SDRIVE18I XLINE (F48),20150901,2015,BMW X1 SDRIVE18I XLINE (F48) 2015
2853,BMW,BMW X1 SDRIVE18I SPORT LINE (F48),20150901,2015,BMW X1 SDRIVE18I SPORT LINE (F48) 2015
2858,BMW,BMW X1 SDRIVE18I M SPORT (F48),20190901,2019,BMW X1 SDRIVE18I M SPORT (F48) 2019
2864,BMW,BMW X1 SDRIVE18I A/T (F48),20150901,2015,BMW X1 SDRIVE18I A/T (F48) 2015
2872,BMW,BMW X1 SDRIVE18I XLINE A/T  (F48),20150901,2015,BMW X1 SDRIVE18I XLINE A/T  (F48) 2015
2882,BMW,BMW X1 SDRIVE18I SPORT LINE A/T (F48),20150901,2015,BMW X1 SDRIVE18I SPORT LINE A/T (F48) 2015
2883,BMW,BMW X1 SDRIVE18I M SPORT A/T (F48),20150901,2015,BMW X1 SDRIVE18I M SPORT A/T (F48) 2015
2892,BMW,BMW X1 SDRIVE20I  A/T (F48),20150901,2015,BMW X1 SDRIVE20I  A/T (F48) 2015
2903,BMW,BMW X1 SDRIVE20I XLINE  A/T (F48),20150901,2015,BMW X1 SDRIVE20I XLINE  A/T (F48) 2015
2921,BMW,BMW X1 SDRIVE20I SPORT LINE A/T (F48),20150901,2015,BMW X1 SDRIVE20I SPORT LINE A/T (F48) 2015
2922,BMW,BMW X1 SDRIVE20I M SPORT A/T (F48),20150901,2015,BMW X1 SDRIVE20I M SPORT A/T (F48) 2015
2931,BMW,BMW X1 XDRIVE20I A/T (F48),20150901,2015,BMW X1 XDRIVE20I A/T (F48) 2015
2942,BMW,BMW X1 XDRIVE20I XLINE A/T (F48),20150901,2015,BMW X1 XDRIVE20I XLINE A/T (F48) 2015
2959,BMW,BMW X1 XDRIVE20I SPORT LINE A/T (F48),20150901,2015,BMW X1 XDRIVE20I SPORT LINE A/T (F48) 2015
2960,BMW,BMW X1 XDRIVE20I M SPORT A/T (F48),20150901,2015,BMW X1 XDRIVE20I M SPORT A/T (F48) 2015
2966,BMW,BMW X1 SDRIVE20D (F48),20150901,2015,BMW X1 SDRIVE20D (F48) 2015
2974,BMW,BMW X1 SDRIVE20D XLINE (F48),20150901,2015,BMW X1 SDRIVE20D XLINE (F48) 2015
2980,BMW,BMW X1 SDRIVE20D SPORT LINE (F48),20150901,2015,BMW X1 SDRIVE20D SPORT LINE (F48) 2015
2985,BMW,BMW X1 SDRIVE20D M SPORT (F48),20150901,2015,BMW X1 SDRIVE20D M SPORT (F48) 2015
2991,BMW,BMW X1 SDRIVE20D A/T (F48),20150901,2015,BMW X1 SDRIVE20D A/T (F48) 2015
2999,BMW,BMW X1 SDRIVE20D XLINE A/T (F48),20150901,2015,BMW X1 SDRIVE20D XLINE A/T (F48) 2015
3005,BMW,BMW X1 SDRIVE20D SPORT LINE A/T (F48),20150901,2015,BMW X1 SDRIVE20D SPORT LINE A/T (F48) 2015
3010,BMW,BMW X1 SDRIVE20D M SPORT A/T (F48),20150901,2015,BMW X1 SDRIVE20D M SPORT A/T (F48) 2015
